RouteNumber,Stop,latitude,longitude,StopNumber
14,Ballinteer Comm Sch Ballinteer,53.28069565,-6.261046476,2852
14,Llewellyn Park Ballinteer,53.28241681,-6.262581224,4707
14,Llewellyn Close Dundrum,53.28392245,-6.265369793,4708
14,Marley Court Nutgrove,53.28617646,-6.2664635,4336
14,Barton Road East Nutgrove,53.28739748,-6.260819305,1051
14,Meadow Grove Nutgrove,53.28762917,-6.256984965,1052
14,Beaumont Avenue Nutgrove,53.28997236,-6.256799547,1053
14,Weston Park Churchtown,53.29391733,-6.257358983,1054
14,Braemor Road Churchtown,53.29581187,-6.25906721,1036
14,Landscape Park Churchtown,53.29701248,-6.260038481,4709
14,Redwood Court Churchtown,53.30076566,-6.263471874,1037
14,Landscape Road Churchtown,53.30181275,-6.265635055,1038
14,Mount Carmel Hosp Churchtown,53.30449221,-6.263845793,2998
14,Orwell Road Dartry,53.3060348,-6.267324599,2999
14,Rostrevor Terrace Rathgar,53.30786199,-6.270597023,3000
14,Orwell Mews Rathgar,53.31028894,-6.27371058,3001
14,Washerwomans Lane Rathgar,53.31122136,-6.274168163,3002
14,Winton Avenue Rathgar,53.31389049,-6.272904713,1166
14,Garville Avenue Rathgar,53.3159449,-6.271396015,1167
14,Spire View Lane Rathmines,53.31792914,-6.270009814,1168
14,Rathmines Park Rathmines,53.32005626,-6.268557791,1169
14,Rathmines Garda Stn Rathmines,53.32168955,-6.266525199,1170
14,Swan Centre Rathmines,53.32328526,-6.265619962,1069
14,Rathmines Rathmines,53.3249802,-6.265356006,1070
14,St Mary's College Rathmines,53.32729004,-6.264849936,1071
14,Grove Park Rathmines,53.32889606,-6.264536521,4528
14,South Richmond St Portobello,53.33102697,-6.264585173,1072
14,Grantham Street Kelly's Corner,53.33383261,-6.265297002,7577
14,Pleasants Street Dublin City South,53.33600954,-6.265418924,1353
14,Aungier Street Dublin City South,53.33904813,-6.26607652,1354
14,Fade Street Dublin City South,53.34246008,-6.264601423,7578
14,Dame Street Temple Bar,53.34432199,-6.262227951,7582
14,Eden Quay Dublin,53.34814326,-6.256770128,297
14,Bus?as Dublin Busaras,53.34949691,-6.252223646,496
14,Connolly Connolly Station,53.35052607,-6.250694387,497
14,Portland Row Connolly Station,53.3535349,-6.248092351,515
14,North Strand Road North Strand,53.35568389,-6.245705734,516
14,Nth Strand Fire Stn North Strand,53.36033878,-6.239534469,519
14,Fairview Fairview,53.36328891,-6.235415943,522
14,Marino College Fairview,53.36428547,-6.231693393,523
14,Malahide Road Marino,53.36631702,-6.228678926,669
14,Mount Temple School Marino,53.36895609,-6.226029731,670
14,Nazareth House Clontarf,53.37071685,-6.224153024,671
14,Donnycarney Road Donnycarney,53.37346634,-6.221077895,672
14,Donnycarney Church Donnycarney,53.37496443,-6.219677627,4382
14,Oak Road Beaumont,53.37636701,-6.221513092,1185
14,Belton Park Road Beaumont,53.3776431,-6.226329999,1186
14,Celtic Park Road Beaumont,53.37860751,-6.231355409,1187
14,Grace Park Heights Beaumont,53.38001852,-6.235596089,1188
14,Beaumont Road Beaumont,53.38233081,-6.238191316,216
14,Grace Park Court Whitehall,53.3843236,-6.236801133,217
14,Coolgreena Road Beaumont,53.38565492,-6.232010452,242
14,Lady of Mercy Beaumont,53.38578002,-6.229539612,243
14,Skelly's Lane Beaumont,53.3849982,-6.223498474,244
14,Whitethorn Crescent Beaumont,53.38447222,-6.219566601,245
14,Artane Castle Artane,53.38515053,-6.216230896,246
14,Maryfield Drive Artane,53.38556452,-6.214469573,248
15,Ballycullen Road Knocklyon,53.27163606,-6.328960779,6282
15,Woodstown Avenue Oldcourt,53.27258399,-6.329898475,6335
15,Woodstown SC Knocklyon,53.27537262,-6.331349117,6326
15,Woodstown Knocklyon,53.27685932,-6.329686787,4886
15,St Colmcille's Way Knocklyon,53.27947295,-6.318037671,4887
15,Scholarstown Road Knocklyon,53.28187672,-6.318318128,1150
15,Knocklyon Road Knocklyon,53.28252955,-6.314903073,1151
15,Knockaire Knocklyon,53.28356927,-6.313422353,1152
15,Knockcullen Rise Knocklyon,53.28717559,-6.311030396,1153
15,Coolamber Park Knocklyon,53.28899225,-6.311108762,1154
15,Woodbrook Park Knocklyon,53.29324651,-6.310040803,946
15,Ashfield College Templeogue,53.29677343,-6.307126239,1155
15,Riverside Cottages Templeogue,53.29874479,-6.302277112,1157
15,Springfield Road Templeogue,53.30070249,-6.299003677,1158
15,Bushy Park House Terenure,53.30239022,-6.296340851,1159
15,Terenure College Terenure,53.30439352,-6.293125074,1160
15,Lakelands Park Terenure,53.30606314,-6.290462355,1161
15,Rathdown Park Terenure,53.30773227,-6.287769575,1162
15,Terenure Library Terenure,53.30887333,-6.285863113,1163
15,Terenure Road East Terenure,53.31041164,-6.281584399,1164
15,Brighton Road Rathgar,53.31171247,-6.276429433,1165
15,Winton Avenue Rathgar,53.31389049,-6.272904713,1166
15,Garville Avenue Rathgar,53.3159449,-6.271396015,1167
15,Spire View Lane Rathmines,53.31792914,-6.270009814,1168
15,Rathmines Park Rathmines,53.32005626,-6.268557791,1169
15,Rathmines Garda Stn Rathmines,53.32168955,-6.266525199,1170
15,Swan Centre Rathmines,53.32328526,-6.265619962,1069
15,Rathmines Rathmines,53.3249802,-6.265356006,1070
15,St Mary's College Rathmines,53.32729004,-6.264849936,1071
15,Grove Park Rathmines,53.32889606,-6.264536521,4528
15,South Richmond St Portobello,53.33102697,-6.264585173,1072
15,Grantham Street Kelly's Corner,53.33383261,-6.265297002,7577
15,Pleasants Street Dublin City South,53.33600954,-6.265418924,1353
15,Aungier Street Dublin City South,53.33904813,-6.26607652,1354
15,Fade Street Dublin City South,53.34246008,-6.264601423,7578
15,Dame Street Temple Bar,53.34432199,-6.262227951,7582
15,Eden Quay Dublin,53.34824186,-6.256135248,299
15,Connolly Connolly Station,53.35052607,-6.250694387,497
15,Portland Row Connolly Station,53.3535349,-6.248092351,515
15,North Strand Road North Strand,53.35568389,-6.245705734,516
15,Nth Strand Fire Stn North Strand,53.36033878,-6.239534469,519
15,Fairview Fairview,53.36328891,-6.235415943,522
15,Marino College Fairview,53.36428547,-6.231693393,523
15,Malahide Road Marino,53.36631702,-6.228678926,669
15,Mount Temple School Marino,53.36895609,-6.226029731,670
15,Nazareth House Clontarf,53.37071685,-6.224153024,671
15,Donnycarney Road Donnycarney,53.37346634,-6.221077895,672
15,Donnycarney Church Donnycarney,53.37496443,-6.219677627,4382
15,Elm Mount Road Beaumont,53.37778747,-6.214915263,1196
15,Killester Avenue Beaumont,53.3792323,-6.211758371,1197
15,Mornington Grove Artane,53.38251224,-6.20691565,1198
15,Mask Avenue Artane,53.38498443,-6.202767543,1199
15,Coolock Village Coolock,53.38696269,-6.201030503,1200
15,Coolock Village Coolock,53.38853142,-6.198964707,4385
15,Brookville Crescent Coolock,53.39078981,-6.196147877,1201
15,Newtown Cottages Darndale,53.39250141,-6.193429105,1202
15,Newtown Road Darndale,53.39672634,-6.187535678,1203
15,Belcamp Lane Darndale,53.4001274,-6.184217917,6115
15,Temple View Rise Clare Hall,53.40250417,-6.176807178,4593
15,Belmayne Belmayne,53.40207595,-6.171727076,7516
15,Elmfield Clare Hall,53.399408,-6.163630241,6079
15,Hole in the Wall Rd Clongriffin,53.40147454,-6.162413166,6315
15,Park Avenue Clongriffin,53.40291535,-6.157342801,6316
15,Grange Lodge Avenue Clongriffin,53.40284707,-6.154668472,7236
15,Clongriffin Clongriffin,53.40264662,-6.152165507,7245
15,Clongriffin Station Clongriffin,53.40284223,-6.151450138,6317
16,Kingston Ballinteer,53.27173594,-6.24826057,5171
16,Grange Hall Ballinteer,53.27205727,-6.255459446,2976
16,Pine Valley Ballinteer,53.27357376,-6.260210914,2977
16,Grange Road Marley Grange,53.27699446,-6.265500386,2978
16,Marley Park Marlay Park,53.27846518,-6.268365116,2979
16,Three Rock Rovers Rathfarnham,53.28001655,-6.273071331,2980
16,Eden Avenue Rathfarnham,53.28127242,-6.277249902,2981
16,Hermitage Avenue Rathfarnham,53.28331663,-6.27938738,2991
16,St Enda's Park Rathfarnham,53.28462801,-6.28119443,2992
16,Sarah Curran Avenue Rathfarnham,53.28653298,-6.282407853,1325
16,St Enda's Drive Rathfarnham,53.28880515,-6.282901669,1326
16,Loretto Convent Rathfarnham,53.29220381,-6.282360387,1328
16,St Mary's School Rathfarnham,53.29496695,-6.281994423,1329
16,Willbrook Road Rathfarnham,53.29619104,-6.283985604,1330
16,Rathfarnham Road Rathfarnham,53.29851919,-6.284627425,1331
16,Crannagh Road Rathfarnham,53.30075807,-6.284057605,1332
16,Brookvale Road Rathfarnham,53.30310389,-6.284053588,1333
16,Dodder Bridge Rathfarnham,53.30484804,-6.283458492,1334
16,Westbourne Road Terenure,53.3061612,-6.283525734,7293
16,War Memorial Hall Terenure,53.30741739,-6.284000672,1335
16,Terenure Terenure,53.30890093,-6.284031229,1336
16,Terenure Road North Terenure,53.31117902,-6.283069372,1337
16,Whitton Road Terenure,53.31243038,-6.282583819,1338
16,Harold's Cross Road Rathgar,53.31502388,-6.282299691,1339
16,Mt Tallant Ave Terenure,53.31647012,-6.280995854,1340
16,Kenilworth Park Harolds Cross,53.31922755,-6.278993596,1341
16,Lady of the Rosary Harolds Cross,53.32134548,-6.279388824,1342
16,Harold's Cross Park Harolds Cross,53.32266728,-6.279425577,1343
16,St Clare's School Harolds Cross,53.32717098,-6.277607992,1344
16,Le Vere Terrace Harolds Cross,53.32879609,-6.276236335,1345
16,Clanbrassil St Upr Leonard's Corner,53.331183,-6.275344288,1347
16,Spencer St South Leonard's Corner,53.33224959,-6.273889837,1348
16,Carlisle Street Kelly's Corner,53.33238573,-6.270881272,1349
16,Harrington Street Kelly's Corner,53.33256114,-6.267480766,1350
16,Camden Street Lower Dublin City South,53.33444545,-6.265407302,1352
16,Pleasants Street Dublin City South,53.33600954,-6.265418924,1353
16,Whitefriars Street Dublin City South,53.34009624,-6.265838719,1355
16,Exchequer Street Dublin City South,53.3425679,-6.264597044,1357
16,College Green Dublin City South,53.34439937,-6.261368666,1359
16,Westmoreland Street Dublin City South,53.34564561,-6.259305167,320
16,O'Connell St Upper Dublin,53.35156088,-6.261227292,278
16,Parnell Square West Rotunda,53.35327228,-6.265183614,8
16,Upper Dorset Street Phibsborough,53.35710756,-6.264381812,12
16,Dorset Street Lower Phibsborough,53.35853124,-6.262776563,14
16,Innisfallen Parade Ballybough,53.36026673,-6.260978021,15
16,Drumcondra Rail Stn Drumcondra,53.36307835,-6.258399329,17
16,Dargle Road Drumcondra,53.36585593,-6.255956802,18
16,Botanic Avenue Drumcondra,53.36723492,-6.255600005,19
16,DCU St Patrick's Drumcondra,53.37010124,-6.254310557,21
16,DCU St Patrick's Drumcondra,53.37155352,-6.253439576,7602
16,Wellpark Avenue Drumcondra,53.37395795,-6.2519135,85
16,Whitehall College Whitehall,53.37639279,-6.250010004,203
16,Highfield Hospital Whitehall,53.37958835,-6.246662216,204
16,Iveragh Road Whitehall,53.38137535,-6.245326093,205
16,Collins Avenue Whitehall,53.38187225,-6.242449453,215
16,Beaumont Road Beaumont,53.38233081,-6.238191316,216
16,Grace Park Court Whitehall,53.3843236,-6.236801133,217
16,Shantalla Road Beaumont,53.38592388,-6.23378829,218
16,Ellenfield Road Santry,53.38782765,-6.238535597,219
16,Swords Road Whitehall,53.38794057,-6.24498087,220
16,Shanowen Road Santry,53.39003787,-6.246413188,1622
16,Omni Park SC Santry,53.39193207,-6.246260116,1623
16,Schoolhouse Lane Santry,53.39608199,-6.24547294,1624
16,Morton Stadium Santry,53.40109231,-6.243296497,1625
16,Santry Close Santry,53.40416762,-6.24034232,1626
16,Santry Retail Park Santry,53.40824795,-6.237887478,1627
16,Collinstown Park Dublin Airport,53.41371227,-6.239075682,1628
16,Dardistown Cemetery Dublin Airport,53.41694665,-6.238987175,1629
16,ALSAA Sports Club Dublin Airport,53.42186614,-6.23189247,1630
16,Dublin Airport T1 Dublin Airport,53.42801966,-6.24202077,7347
26,Liffey Valley SC Liffey Valley,53.35407804,-6.392001035,7884
26,Liffey Valley West Liffey Valley,53.35267937,-6.395599186,4715
26,Retail Park Quarryvale,53.34965338,-6.391146541,7940
26,Sports Club Ronanstown,53.34765221,-6.388713585,2686
26,Cloverhill Road Palmerstown,53.34719598,-6.384512999,7510
26,Kennelsfort Road Palmerstown,53.34675665,-6.379660306,2207
26,Kennelsfort Green Palmerstown,53.34991286,-6.377783057,2208
26,Woodfarm Palmerstown,53.35239184,-6.378319822,2210
26,Palmerstown Avenue Palmerstown,53.35395878,-6.374579937,2211
26,Kennelsfort Road Palmerstown,53.3549293,-6.371268077,2241
26,The Oval Palmerstown,53.35392734,-6.367009833,2242
26,Glenaulin Chapelizod,53.35197437,-6.355697921,2243
26,Belgrove Park Chapelizod,53.35088438,-6.351609145,2244
26,Laurence Brook Chapelizod,53.3494632,-6.348284144,2245
26,Chapelizod Chapelizod,53.34831134,-6.34364231,2246
26,St Mary's Hospital Chapelizod,53.34675284,-6.336282901,2247
26,Military Road Islandbridge,53.34632093,-6.327888581,2248
26,Garda Boat Club Islandbridge,53.34653168,-6.321136419,2249
26,Salmon Pool Islandbridge,53.3474386,-6.315333096,2250
26,Islandbridge Gate Islandbridge,53.34813204,-6.310979803,2251
26,Conyngham Road Islandbridge,53.34842946,-6.305966136,1472
26,Phoenix House Phoenix Park,53.34833334,-6.301103262,4408
26,Phoenix Park Gate Phoenix Park,53.34830596,-6.298550892,1473
26,Parkgate Street Heuston Station,53.34794793,-6.29236169,1474
26,Sarsfield Quay Wolfe Tone Quay,53.34707371,-6.284676221,1476
26,Arran Quay Smithfield,53.34633587,-6.278382568,7453
26,Four Courts Smithfield,53.34560803,-6.272808925,1478
26,Ormond Quay Dublin,53.34598803,-6.268633959,1479
26,Bachelors Walk Dublin,53.34702802,-6.261667029,315
26,Nassau Street Trinity College,53.34260619,-6.256124905,406
26,Merrion Square West Merrion Square,53.34079501,-6.250897035,2810
26,Merrion Sq South Merrion Square,53.33947247,-6.250816429,7387
27,Fortunestown Road Citywest,53.27915051,-6.401758928,2353
27,Jobstown Road Citywest,53.2808204,-6.403631159,4643
27,Russell Lane Citywest,53.2836757,-6.402744973,4644
27,Swiftbrook Avenue Citywest,53.28486093,-6.406015319,4645
27,Brookview Road Citywest,53.28642957,-6.407036765,4440
27,Brookfield Road Citywest,53.28887115,-6.404111003,2628
27,Fettercairn Cr Tallaght,53.28820443,-6.398631115,2629
27,Glenshane Tallaght,53.28676244,-6.396330321,6095
27,Whitebrook Tallaght,53.28480975,-6.393493781,7062
27,Whitebrook Park Citywest,53.28322944,-6.39094352,6075
27,Raheen Drive Tallaght,53.28219613,-6.38897273,2631
27,Maplewood Avenue Tallaght,53.28359004,-6.384375899,2359
27,Alderwood Tallaght,53.28469482,-6.379684844,2360
27,Tallaght Luas Tallaght,53.28667204,-6.375050447,4348
27,Tallaght Hospital Tallaght,53.28943869,-6.374270459,4646
27,South Dublin CC Tallaght,53.2900575,-6.37153197,4647
27,Belgard Sq North Tallaght,53.29007969,-6.367901083,2346
27,Tallaght Village Tallaght,53.28884289,-6.363568446,4435
27,Greenhills Road Tallaght,53.28912224,-6.35773782,2632
27,Airton Road Tymon North,53.29409115,-6.355672059,2633
27,Birchview Avenue Tymon North,53.29858215,-6.35414926,2369
27,Park View Kilnamanagh,53.30086764,-6.353026027,2370
27,Kilnamanagh SC Kilnamanagh,53.30339685,-6.35133829,2371
27,Old Tymon Lane Greenhills,53.30725688,-6.347738159,2372
27,Kilakee Drive Greenhills,53.31071159,-6.344738318,2373
27,Greenhills SC Greenhills,53.31604707,-6.334160494,2377
27,Walkinstown Road Walkinstown,53.31814783,-6.332697757,2378
27,Walkinstown SC Walkinstown,53.32170397,-6.330547625,2183
27,Drimnagh Road Junc Walkinstown,53.32299662,-6.329146117,2184
27,Slievebloom Road Drimnagh,53.32425872,-6.327490456,2185
27,St Mary's Road Drimnagh,53.32506083,-6.318691891,7043
27,Crumlin Hospital Crumlin,53.32566252,-6.31674665,1424
27,Crumlin Road Drimnagh,53.32693331,-6.312537997,2186
27,Iveagh Grounds Crumlin,53.32804529,-6.307284352,2187
27,Crumlin College Crumlin,53.3290169,-6.302922014,2188
27,Crumlin SC Crumlin,53.32969544,-6.30007242,2189
27,Herberton Road Dolphins Barn,53.330885,-6.296511713,1436
27,Rutland Avenue Dolphins Barn,53.33168399,-6.294558014,3952
27,Dolphin's Barn Dolphins Barn,53.33277059,-6.292607772,2190
27,Coombe Hospital The Coombe,53.33586837,-6.28925543,4434
27,Marion Villas The Coombe,53.33783342,-6.284641716,2379
27,Ardee Street The Coombe,53.33850604,-6.28016956,2380
27,St Luke's Avenue The Coombe,53.33885786,-6.278383422,2382
27,Newmarket Street The Coombe,53.33898243,-6.275810473,5099
27,Patrick's Cathedral The Coombe,53.33945809,-6.272652531,2383
27,Lord Edward Street Dublin City South,53.34377079,-6.269444426,2002
27,Dame Street Temple Bar,53.34430474,-6.262889344,1358
27,Eden Quay Dublin,53.34820067,-6.256392337,298
27,Bus?as Dublin Busaras,53.34949691,-6.252223646,496
27,Connolly Connolly Station,53.35052607,-6.250694387,497
27,Portland Row Connolly Station,53.3535349,-6.248092351,515
27,North Strand Road North Strand,53.35568389,-6.245705734,516
27,Nth Strand Fire Stn North Strand,53.36033878,-6.239534469,519
27,Fairview Fairview,53.36328891,-6.235415943,522
27,Marino College Fairview,53.36428547,-6.231693393,523
27,Malahide Road Marino,53.36631702,-6.228678926,669
27,Mount Temple School Marino,53.36895609,-6.226029731,670
27,Nazareth House Clontarf,53.37071685,-6.224153024,671
27,Donnycarney Road Donnycarney,53.37346634,-6.221077895,672
27,Donnycarney Church Donnycarney,53.37496443,-6.219677627,4382
27,Elm Mount Road Beaumont,53.37778747,-6.214915263,1196
27,Killester Avenue Beaumont,53.3792323,-6.211758371,1197
27,Mornington Grove Artane,53.38251224,-6.20691565,1198
27,Mask Avenue Artane,53.38498443,-6.202767543,1199
27,Coolock Village Coolock,53.38696269,-6.201030503,1200
27,Coolock Village Coolock,53.38853142,-6.198964707,4385
27,Brookville Crescent Coolock,53.39078981,-6.196147877,1201
27,Greencastle Road Darndale,53.39298311,-6.197348242,4695
27,Greencastle Avenue Darndale,53.3949003,-6.199913736,1243
27,Adare Road Bonnybrook,53.39430758,-6.202329712,4696
27,Bunratty Avenue Coolock,53.39308927,-6.203794361,4697
27,Bunratty Road Coolock,53.39373899,-6.207556351,1250
27,Adare Avenue Coolock,53.3949426,-6.211099695,4698
27,Coolock Library Coolock,53.3963183,-6.211132234,4383
27,Stardust Memorial Priorswood,53.39753776,-6.208539528,4699
27,Glin Road Priorswood,53.39873112,-6.206008088,4388
27,DCC Sports Centre Darndale,53.40013327,-6.205407721,4700
27,Priorswood Road Priorswood,53.40205543,-6.204725246,1266
27,Ferrycarrig Park Coolock,53.40085554,-6.200248841,1267
27,Belcamp Avenue Darndale,53.39989428,-6.197898293,1268
27,Marigold Road Darndale,53.39842893,-6.193719342,1269
27,Marigold Avenue Darndale,53.39822156,-6.190705343,1265
27,Belcamp Lane Darndale,53.4001274,-6.184217917,6115
27,Temple View Rise Clare Hall,53.40250417,-6.176807178,4593
27,Templeview Avenue Clare Hall,53.40213997,-6.172972611,4595
33,Peter & Paul Church Balbriggan,53.6045005,-6.184467565,6048
33,Old Market Green Balbriggan,53.60619623,-6.179543771,7173
33,Hampton Street Balbriggan,53.60588127,-6.174796848,3811
33,Fancourt Heights Balbriggan,53.60510115,-6.170795636,3812
33,Hampton Cove Balbriggan,53.60339905,-6.168224748,3664
33,Ardgillan Demesne Balbriggan,53.5913861,-6.156190517,3813
33,Barnageeragh Road Skerries,53.58559917,-6.148708834,3814
33,Northcliffe Heights Skerries,53.58194365,-6.125216124,3815
33,Mourne Drive Skerries,53.58047153,-6.127637298,3816
33,Selskar Court Skerries,53.5780675,-6.125070455,3566
